query	target	evalue	bits	prob	alntmscore	qtmscore	ttmscore	lddt	qcov	tcov	qlen	tlen	batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q93TU6-F1-model_v6	3.009E-14	416	1.000	7.457E-01	6.804E-01	6.854E-01	6.549E-01	0.911	0.938	259	257	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q9AHY3-F1-model_v6	3.009E-14	416	1.000	7.259E-01	6.641E-01	2.551E-01	6.731E-01	0.911	0.336	259	715	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B5FEW8-F1-model_v6	3.009E-14	416	1.000	7.089E-01	6.658E-01	2.539E-01	6.889E-01	0.938	0.394	259	725	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q9F0Y7-F1-model_v6	4.655E-14	416	1.000	7.143E-01	6.683E-01	2.503E-01	6.984E-01	0.934	0.391	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P40805-F1-model_v6	1.343E-13	415	1.000	8.048E-01	7.028E-01	7.028E-01	6.571E-01	0.892	0.869	259	259	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B1J5A5-F1-model_v6	1.718E-14	415	1.000	7.058E-01	6.444E-01	2.487E-01	6.688E-01	0.911	0.336	259	715	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B7L9A7-F1-model_v6	4.109E-14	415	1.000	7.255E-01	6.703E-01	2.512E-01	6.820E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P40802-F1-model_v6	5.989E-13	414	1.000	8.181E-01	7.223E-01	7.497E-01	6.983E-01	0.900	0.916	259	249	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B7M649-F1-model_v6	4.655E-14	414	1.000	7.251E-01	6.699E-01	2.512E-01	6.820E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q8ZAN0-F1-model_v6	2.345E-14	414	1.000	6.981E-01	6.519E-01	2.433E-01	6.853E-01	0.934	0.391	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A7MQP0-F1-model_v6	2.828E-14	414	1.000	6.955E-01	6.491E-01	2.397E-01	6.924E-01	0.934	0.391	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A6WHA0-F1-model_v6	1.718E-14	413	1.000	6.858E-01	6.439E-01	2.439E-01	6.826E-01	0.938	0.399	259	716	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B0VLX4-F1-model_v6	1.833E-13	413	1.000	7.877E-01	6.360E-01	2.436E-01	6.738E-01	0.799	0.298	259	717	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B7UNH4-F1-model_v6	4.954E-14	413	1.000	7.249E-01	6.697E-01	2.511E-01	6.815E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B7MHD1-F1-model_v6	4.954E-14	413	1.000	7.250E-01	6.694E-01	2.511E-01	6.819E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A4VKA3-F1-model_v6	3.009E-14	412	1.000	7.039E-01	6.343E-01	2.411E-01	6.804E-01	0.900	0.331	259	715	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q0SZ36-F1-model_v6	5.273E-14	412	1.000	7.272E-01	6.717E-01	2.521E-01	6.800E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q83PG1-F1-model_v6	3.203E-14	412	1.000	7.211E-01	6.658E-01	2.517E-01	6.664E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A4TR27-F1-model_v6	3.009E-14	412	1.000	6.981E-01	6.520E-01	2.433E-01	6.863E-01	0.934	0.391	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A7FDF2-F1-model_v6	3.009E-14	412	1.000	6.980E-01	6.519E-01	2.433E-01	6.858E-01	0.934	0.391	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A4XSM8-F1-model_v6	5.972E-14	411	1.000	7.318E-01	6.683E-01	2.576E-01	6.774E-01	0.911	0.336	259	715	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B8E3R3-F1-model_v6	1.339E-14	411	1.000	6.754E-01	6.340E-01	2.401E-01	6.772E-01	0.938	0.399	259	716	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q0I0T3-F1-model_v6	3.009E-14	410	1.000	6.890E-01	6.476E-01	2.476E-01	6.887E-01	0.938	0.399	259	716	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q5E8X6-F1-model_v6	1.261E-13	410	1.000	7.278E-01	6.841E-01	2.596E-01	7.042E-01	0.938	0.394	259	725	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A9R754-F1-model_v6	3.628E-14	410	1.000	6.979E-01	6.518E-01	2.433E-01	6.850E-01	0.934	0.391	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q39TV7-F1-model_v6	5.273E-14	409	1.000	7.541E-01	6.728E-01	4.641E-01	6.457E-01	0.892	0.772	259	381	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P07896-F1-model_v6	5.972E-14	409	1.000	7.289E-01	6.420E-01	2.431E-01	6.718E-01	0.876	0.327	259	722	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q1CN99-F1-model_v6	3.009E-14	409	1.000	6.918E-01	6.459E-01	2.409E-01	6.820E-01	0.934	0.391	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-C3K613-F1-model_v6	2.828E-14	408	1.000	6.852E-01	6.434E-01	2.470E-01	6.833E-01	0.938	0.401	259	715	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A8FP63-F1-model_v6	4.954E-14	408	1.000	6.953E-01	6.515E-01	2.459E-01	6.956E-01	0.938	0.399	259	716	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A7ZU51-F1-model_v6	3.409E-14	408	1.000	7.134E-01	6.602E-01	2.495E-01	6.637E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A6TGM4-F1-model_v6	7.200E-14	408	1.000	7.239E-01	6.688E-01	2.510E-01	6.802E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q9L6L5-F1-model_v6	7.663E-14	408	1.000	7.235E-01	6.694E-01	2.510E-01	6.824E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B4TNZ1-F1-model_v6	6.765E-14	408	1.000	7.299E-01	6.755E-01	2.570E-01	6.716E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q0HPB7-F1-model_v6	5.612E-14	407	1.000	6.990E-01	6.568E-01	2.516E-01	6.910E-01	0.938	0.399	259	716	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B7NFE7-F1-model_v6	4.954E-14	407	1.000	7.129E-01	6.586E-01	2.457E-01	6.741E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A8A6V1-F1-model_v6	4.954E-14	407	1.000	7.204E-01	6.665E-01	2.521E-01	6.680E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B7N2F2-F1-model_v6	1.046E-13	407	1.000	7.354E-01	6.768E-01	2.537E-01	6.820E-01	0.919	0.331	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B6I4I6-F1-model_v6	8.680E-14	407	1.000	7.251E-01	6.696E-01	2.511E-01	6.828E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q1C2C4-F1-model_v6	3.861E-14	407	1.000	6.942E-01	6.481E-01	2.415E-01	6.829E-01	0.934	0.391	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q66FR8-F1-model_v6	4.655E-14	407	1.000	6.981E-01	6.520E-01	2.433E-01	6.846E-01	0.934	0.391	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A0KEL1-F1-model_v6	4.109E-14	406	1.000	6.837E-01	6.405E-01	2.418E-01	6.905E-01	0.938	0.400	259	715	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q4KFC4-F1-model_v6	3.409E-14	406	1.000	6.856E-01	6.439E-01	2.472E-01	6.836E-01	0.938	0.401	259	715	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B5BIZ0-F1-model_v6	5.612E-14	406	1.000	7.127E-01	6.581E-01	2.470E-01	6.738E-01	0.923	0.334	259	725	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q5PKQ2-F1-model_v6	5.273E-14	406	1.000	7.127E-01	6.578E-01	2.470E-01	6.741E-01	0.923	0.334	259	725	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q8X8I2-F1-model_v6	5.612E-14	406	1.000	7.131E-01	6.587E-01	2.458E-01	6.745E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B1IW61-F1-model_v6	5.612E-14	406	1.000	7.192E-01	6.661E-01	2.520E-01	6.678E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q0S7P8-F1-model_v6	6.746E-15	405	1.000	7.004E-01	6.726E-01	6.750E-01	6.107E-01	0.969	0.965	259	258	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B4SZ85-F1-model_v6	1.046E-13	405	1.000	7.248E-01	6.693E-01	2.511E-01	6.827E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q57HM6-F1-model_v6	1.185E-13	404	1.000	7.247E-01	6.695E-01	2.511E-01	6.837E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q32A21-F1-model_v6	9.238E-14	404	1.000	7.305E-01	6.762E-01	2.576E-01	6.705E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B5QW85-F1-model_v6	6.765E-14	404	1.000	7.128E-01	6.582E-01	2.457E-01	6.744E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B8CH91-F1-model_v6	8.680E-14	403	1.000	7.187E-01	6.620E-01	2.549E-01	6.771E-01	0.919	0.336	259	717	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P55100-F1-model_v6	7.663E-14	403	1.000	7.219E-01	6.359E-01	2.408E-01	6.681E-01	0.876	0.329	259	726	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B5RFL6-F1-model_v6	7.200E-14	403	1.000	7.129E-01	6.583E-01	2.457E-01	6.747E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B5YY93-F1-model_v6	7.663E-14	402	1.000	7.129E-01	6.600E-01	2.479E-01	6.748E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B1JP63-F1-model_v6	7.200E-14	402	1.000	6.982E-01	6.520E-01	2.433E-01	6.853E-01	0.934	0.391	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B7LTY9-F1-model_v6	7.663E-14	402	1.000	7.133E-01	6.587E-01	2.458E-01	6.740E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-C5A020-F1-model_v6	4.109E-14	402	1.000	6.962E-01	6.429E-01	2.404E-01	6.673E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B1LM32-F1-model_v6	7.200E-14	401	1.000	7.091E-01	6.554E-01	2.460E-01	6.701E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P21177-F1-model_v6	9.238E-14	400	1.000	7.223E-01	6.648E-01	2.505E-01	6.661E-01	0.919	0.331	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B7H1I0-F1-model_v6	5.989E-13	399	1.000	7.879E-01	6.368E-01	2.443E-01	6.734E-01	0.799	0.298	259	717	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q9ZPI5-F1-model_v6	6.765E-14	399	1.000	7.184E-01	6.398E-01	2.436E-01	6.549E-01	0.888	0.346	259	725	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B5XYH0-F1-model_v6	1.521E-13	398	1.000	7.205E-01	6.651E-01	2.498E-01	6.781E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q2LXU2-F1-model_v6	9.860E-13	397	1.000	8.267E-01	5.913E-01	4.072E-01	6.557E-01	0.707	0.524	259	382	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A1S7L6-F1-model_v6	2.844E-12	397	1.000	8.397E-01	6.372E-01	2.457E-01	6.885E-01	0.749	0.283	259	706	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A8GYG0-F1-model_v6	6.765E-14	397	1.000	6.794E-01	6.371E-01	2.402E-01	6.827E-01	0.938	0.399	259	717	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A5WH99-F1-model_v6	5.612E-14	397	1.000	6.965E-01	6.537E-01	2.496E-01	6.620E-01	0.938	0.344	259	719	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B5EZW0-F1-model_v6	9.832E-14	397	1.000	7.088E-01	6.552E-01	2.459E-01	6.708E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q1R466-F1-model_v6	9.832E-14	397	1.000	7.093E-01	6.563E-01	2.460E-01	6.702E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q3YVC1-F1-model_v6	6.356E-14	396	1.000	6.945E-01	6.416E-01	2.401E-01	6.647E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B2K0Z6-F1-model_v6	1.046E-13	396	1.000	6.944E-01	6.482E-01	2.416E-01	6.824E-01	0.934	0.391	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B0TLB9-F1-model_v6	6.765E-14	395	1.000	6.841E-01	6.416E-01	2.417E-01	6.725E-01	0.938	0.399	259	717	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A9MYB0-F1-model_v6	1.429E-13	395	1.000	7.129E-01	6.583E-01	2.458E-01	6.744E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B1KCZ3-F1-model_v6	8.155E-14	394	1.000	6.789E-01	6.360E-01	2.404E-01	6.820E-01	0.938	0.399	259	716	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q6NVY1-F1-model_v6	9.860E-13	393	1.000	8.104E-01	6.137E-01	4.215E-01	6.567E-01	0.745	0.508	259	386	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A1RI92-F1-model_v6	2.216E-12	393	1.000	8.316E-01	6.373E-01	2.462E-01	6.707E-01	0.757	0.286	259	706	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A1RDW6-F1-model_v6	1.114E-13	393	1.000	6.857E-01	6.435E-01	2.431E-01	6.816E-01	0.938	0.399	259	716	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q8Z3C6-F1-model_v6	1.521E-13	393	1.000	7.087E-01	6.552E-01	2.459E-01	6.709E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B1XAK8-F1-model_v6	9.238E-14	393	1.000	6.973E-01	6.420E-01	2.402E-01	6.649E-01	0.919	0.331	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q3K9D8-F1-model_v6	1.261E-13	392	1.000	6.857E-01	6.439E-01	2.471E-01	6.842E-01	0.938	0.401	259	715	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A9KU91-F1-model_v6	8.680E-14	392	1.000	6.756E-01	6.336E-01	2.403E-01	6.789E-01	0.938	0.399	259	716	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-O87872-F1-model_v6	6.765E-14	391	1.000	7.319E-01	6.459E-01	4.509E-01	6.156E-01	0.880	0.772	259	377	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A4Y897-F1-model_v6	2.511E-12	391	1.000	8.308E-01	6.305E-01	2.436E-01	6.678E-01	0.749	0.283	259	706	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q07ZP8-F1-model_v6	3.221E-12	391	1.000	8.398E-01	6.456E-01	2.489E-01	6.732E-01	0.757	0.285	259	710	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B2I2J9-F1-model_v6	7.663E-14	391	1.000	7.038E-01	6.479E-01	2.509E-01	6.460E-01	0.919	0.339	259	717	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A4WFX4-F1-model_v6	2.210E-13	390	1.000	7.121E-01	6.577E-01	2.457E-01	6.728E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q5XF59-2-F1-model_v6	1.189E-12	389	1.000	7.994E-01	5.983E-01	4.929E-01	6.589E-01	0.741	0.615	259	317	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q2HJ73-F1-model_v6	9.860E-13	389	1.000	8.000E-01	6.039E-01	4.132E-01	6.493E-01	0.745	0.508	259	386	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P45361-F1-model_v6	3.035E-11	388	1.000	9.201E-01	5.585E-01	9.090E-01	6.991E-01	0.595	0.994	259	155	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A1S1I8-F1-model_v6	8.680E-14	388	1.000	6.761E-01	6.338E-01	2.386E-01	6.662E-01	0.938	0.398	259	716	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-O49809-F1-model_v6	9.238E-14	387	1.000	6.971E-01	6.427E-01	2.462E-01	6.452E-01	0.919	0.332	259	725	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q6DAP5-F1-model_v6	3.638E-13	387	1.000	7.264E-01	6.736E-01	2.556E-01	6.684E-01	0.923	0.332	259	729	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P40939-F1-model_v6	9.804E-15	387	1.000	6.480E-01	6.203E-01	2.298E-01	6.141E-01	0.958	0.336	259	763	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A4Y1B6-F1-model_v6	2.210E-13	385	1.000	6.858E-01	6.435E-01	2.434E-01	6.815E-01	0.938	0.399	259	716	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A3Q8U4-F1-model_v6	2.836E-13	384	1.000	6.861E-01	6.429E-01	2.431E-01	6.865E-01	0.938	0.399	259	716	batch001_barbun6h_20cpu
