query	target	evalue	bits	prob	alntmscore	qtmscore	ttmscore	lddt	qcov	tcov	qlen	tlen	batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6iun-assembly2_A	5.447E-11	309	1.000	6.505E-01	6.101E-01	2.412E-01	6.661E-01	0.938	0.389	259	692	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6ywe-assembly1_88	2.277E-11	305	1.000	6.676E-01	6.107E-01	3.530E-01	5.966E-01	0.911	0.610	259	467	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4j2u-assembly2_B	1.299E-11	304	1.000	6.282E-01	6.149E-01	4.826E-01	6.077E-01	0.981	0.923	259	337	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7zq7-assembly2_F	2.145E-10	300	1.000	7.408E-01	6.667E-01	6.482E-01	6.062E-01	0.896	0.933	259	267	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3ju1-assembly2_B	1.147E-11	297	1.000	6.414E-01	5.657E-01	4.149E-01	5.613E-01	0.876	0.769	259	360	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7o1g-assembly1_A-2	3.522E-11	295	1.000	6.297E-01	6.024E-01	2.291E-01	6.107E-01	0.958	0.417	259	727	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4hdt-assembly1_A	8.425E-11	293	1.000	6.844E-01	6.085E-01	4.741E-01	5.858E-01	0.884	0.747	259	340	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6j1i-assembly1_A	4.823E-10	293	1.000	7.475E-01	6.693E-01	3.258E-01	6.074E-01	0.888	0.414	259	563	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6j1f-assembly1_A	2.283E-10	291	1.000	7.295E-01	6.542E-01	3.201E-01	5.821E-01	0.888	0.413	259	564	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4q1g-assembly1_C	3.966E-13	285	1.000	5.165E-01	4.533E-01	5.143E-01	5.224E-01	0.903	1.000	259	226	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6j1h-assembly2_B	2.430E-10	285	1.000	7.148E-01	6.414E-01	3.171E-01	5.724E-01	0.888	0.415	259	562	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6j1g-assembly1_A	3.118E-10	282	1.000	7.106E-01	6.359E-01	3.208E-01	5.732E-01	0.888	0.428	259	544	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4q1g-assembly1_A	3.978E-12	264	1.000	5.219E-01	4.535E-01	4.797E-01	5.131E-01	0.900	0.918	259	244	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6xyw-assembly1_BE	1.485E-08	260	1.000	8.000E-01	5.911E-01	4.506E-01	5.883E-01	0.722	0.546	259	348	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5zqz-assembly1_A	3.118E-10	254	1.000	6.343E-01	5.934E-01	2.371E-01	5.228E-01	0.931	0.416	259	711	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	9fia-assembly1_Bc	4.570E-07	196	1.000	6.897E-01	5.728E-01	2.942E-01	5.307E-01	0.815	0.408	259	537	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7pub-assembly1_Cv	1.795E-07	177	1.000	5.604E-01	5.036E-01	1.425E-01	4.837E-01	0.888	0.251	259	1040	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7ane-assembly1_z	9.653E-07	168	1.000	5.636E-01	4.915E-01	1.466E-01	5.124E-01	0.861	0.258	259	971	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6z1p-assembly1_BI	1.589E-06	165	1.000	5.729E-01	5.250E-01	1.094E-01	5.121E-01	0.911	0.195	259	1413	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6hiv-assembly1_Cv	5.525E-06	157	1.000	5.800E-01	5.195E-01	1.430E-01	5.259E-01	0.888	0.246	259	1059	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7aor-assembly1_z	2.800E-04	138	1.000	7.082E-01	5.402E-01	1.461E-01	5.476E-01	0.737	0.235	259	1071	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4kwb-assembly1_C	2.316E-05	127	1.000	5.483E-01	4.208E-01	4.546E-01	4.323E-01	0.741	0.924	259	237	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	1y7o-assembly1_D	2.051E-04	124	1.000	6.314E-01	4.398E-01	6.127E-01	4.756E-01	0.691	0.972	259	178	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4kwb-assembly1_H	2.623E-05	124	1.000	5.446E-01	3.543E-01	3.915E-01	4.207E-01	0.622	0.823	259	232	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3rst-assembly1_H	6.276E-05	123	1.000	5.783E-01	3.892E-01	4.391E-01	4.327E-01	0.645	0.885	259	226	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6h23-assembly1_D	4.906E-04	122	1.000	6.924E-01	4.368E-01	6.489E-01	4.754E-01	0.664	0.933	259	164	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4emm-assembly1_F	6.294E-04	122	1.000	7.116E-01	4.275E-01	6.134E-01	4.797E-01	0.602	0.850	259	173	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	1y7o-assembly1_E	7.130E-04	122	1.000	7.084E-01	4.397E-01	6.224E-01	4.923E-01	0.656	0.868	259	174	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6m4b-assembly1_B	2.631E-04	120	1.000	6.414E-01	4.172E-01	5.081E-01	4.589E-01	0.645	0.768	259	207	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5ing-assembly1_A	2.472E-04	119	1.000	6.331E-01	4.379E-01	2.424E-01	4.526E-01	0.741	0.345	259	496	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	2deo-assembly1_A	5.221E-04	118	1.000	6.790E-01	4.120E-01	5.191E-01	4.632E-01	0.633	0.734	259	199	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7p81-assembly2_T	1.036E-03	117	1.000	6.991E-01	4.298E-01	6.297E-01	4.904E-01	0.656	0.893	259	168	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4emm-assembly1_E	4.609E-04	117	1.000	6.717E-01	4.237E-01	5.987E-01	4.460E-01	0.656	0.879	259	173	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3glm-assembly1_C	4.906E-04	117	1.000	6.585E-01	4.786E-01	2.371E-01	4.639E-01	0.768	0.326	259	558	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5ing-assembly1_C	3.824E-04	116	1.000	6.329E-01	4.378E-01	2.393E-01	4.519E-01	0.741	0.340	259	503	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3gma-assembly1_A-2	4.331E-04	115	1.000	6.439E-01	4.680E-01	2.327E-01	4.492E-01	0.768	0.326	259	558	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8w7e-assembly1_D	8.076E-04	114	1.000	6.511E-01	4.540E-01	6.380E-01	4.778E-01	0.691	0.983	259	176	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	1y7o-assembly1_C	1.415E-03	114	1.000	7.032E-01	4.374E-01	6.138E-01	4.844E-01	0.656	0.858	259	176	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7uvm-assembly1_F-2	1.932E-03	114	1.000	7.193E-01	4.583E-01	6.404E-01	5.002E-01	0.664	0.881	259	177	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4ryf-assembly1_A	6.276E-05	114	1.000	5.254E-01	3.531E-01	4.840E-01	4.157E-01	0.664	0.916	259	179	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8pn8-assembly1_E	6.699E-04	114	1.000	6.505E-01	4.482E-01	2.441E-01	4.651E-01	0.764	0.338	259	506	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6h23-assembly1_N	1.815E-03	113	1.000	7.053E-01	4.480E-01	6.573E-01	4.938E-01	0.664	0.929	259	168	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3bf0-assembly1_A	9.122E-05	113	1.000	5.247E-01	3.972E-01	2.299E-01	4.262E-01	0.730	0.466	259	474	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3bez-assembly1_C	1.411E-04	113	1.000	5.519E-01	3.594E-01	2.042E-01	4.305E-01	0.625	0.401	259	476	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5ini-assembly1_C	7.130E-04	113	1.000	6.396E-01	4.407E-01	2.521E-01	4.661E-01	0.741	0.358	259	478	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	2bzr-assembly1_F	1.103E-03	113	1.000	6.447E-01	4.721E-01	2.562E-01	4.951E-01	0.768	0.364	259	505	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6h23-assembly1_H	1.932E-03	112	1.000	7.098E-01	4.479E-01	6.579E-01	4.921E-01	0.656	0.922	259	167	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7uvm-assembly1_E-2	2.329E-03	112	1.000	7.090E-01	4.567E-01	6.445E-01	5.034E-01	0.664	0.903	259	175	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6pbu-assembly1_E-2	1.174E-03	112	1.000	6.663E-01	4.329E-01	5.735E-01	4.834E-01	0.660	0.846	259	188	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3viv-assembly1_A	4.331E-04	112	1.000	6.147E-01	4.212E-01	4.862E-01	4.479E-01	0.676	0.763	259	219	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8uz2-assembly1_H	2.329E-03	112	1.000	7.133E-01	4.559E-01	4.494E-01	5.001E-01	0.718	0.605	259	263	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	2ce3-assembly1_G	1.506E-03	111	1.000	6.884E-01	4.319E-01	6.350E-01	4.778E-01	0.656	0.916	259	167	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4emm-assembly1_B	7.588E-04	111	1.000	6.674E-01	4.175E-01	5.971E-01	4.406E-01	0.656	0.883	259	171	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5ing-assembly1_F	1.036E-03	111	1.000	6.453E-01	4.410E-01	2.499E-01	4.749E-01	0.741	0.350	259	483	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	1x0u-assembly1_F	2.631E-04	111	1.000	5.709E-01	4.366E-01	2.352E-01	4.382E-01	0.741	0.369	259	518	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4jcq-assembly1_H	4.069E-04	110	1.000	6.093E-01	3.945E-01	5.610E-01	4.259E-01	0.660	0.912	259	170	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4jcr-assembly1_A	1.598E-04	110	1.000	5.524E-01	3.532E-01	5.069E-01	4.149E-01	0.660	0.912	259	171	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5g1q-assembly1_G-2	6.699E-04	110	1.000	6.441E-01	3.903E-01	5.435E-01	4.421E-01	0.598	0.825	259	177	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5inf-assembly1_B	1.103E-03	110	1.000	6.366E-01	4.357E-01	2.472E-01	4.830E-01	0.737	0.354	259	480	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	2a7s-assembly1_F	3.824E-04	110	1.000	5.722E-01	4.387E-01	2.315E-01	4.515E-01	0.741	0.369	259	529	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3st9-assembly1_B	1.415E-03	109	1.000	6.634E-01	4.259E-01	6.187E-01	4.688E-01	0.656	0.929	259	170	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	1y7o-assembly1_F	1.603E-03	109	1.000	6.800E-01	4.383E-01	6.199E-01	4.688E-01	0.676	0.902	259	173	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4u0h-assembly1_F-2	1.506E-03	109	1.000	6.699E-01	4.253E-01	6.031E-01	4.700E-01	0.653	0.891	259	174	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7uvr-assembly1_B-2	3.603E-03	109	1.000	7.269E-01	4.532E-01	6.423E-01	5.066E-01	0.656	0.874	259	174	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6pbu-assembly1_A-2	1.506E-03	109	1.000	6.615E-01	4.176E-01	5.490E-01	4.758E-01	0.606	0.811	259	190	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7eko-assembly1_A	3.172E-04	109	1.000	5.746E-01	3.881E-01	4.418E-01	4.291E-01	0.660	0.739	259	222	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3rst-assembly1_B	1.246E-04	109	1.000	5.279E-01	3.887E-01	4.426E-01	4.109E-01	0.707	0.942	259	223	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5ini-assembly1_E	8.595E-04	109	1.000	6.397E-01	4.133E-01	2.319E-01	4.529E-01	0.707	0.323	259	493	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3gma-assembly1_B-2	4.609E-04	109	1.000	6.014E-01	4.461E-01	2.194E-01	4.318E-01	0.768	0.329	259	566	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3hln-assembly1_F	1.329E-03	108	1.000	6.615E-01	4.234E-01	6.216E-01	4.573E-01	0.664	0.934	259	166	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	1y7o-assembly1_A	1.103E-03	108	1.000	6.383E-01	4.030E-01	5.719E-01	4.613E-01	0.656	0.883	259	171	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8ylb-assembly1_N	3.385E-03	108	1.000	7.186E-01	4.541E-01	6.493E-01	4.935E-01	0.664	0.895	259	172	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8w7e-assembly1_G	1.036E-03	108	1.000	6.618E-01	4.286E-01	5.946E-01	4.377E-01	0.664	0.886	259	176	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8hgk-assembly1_L	1.603E-03	108	1.000	6.480E-01	4.524E-01	6.287E-01	4.786E-01	0.691	0.972	259	178	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5ini-assembly1_F	2.638E-03	108	1.000	6.830E-01	4.676E-01	2.502E-01	4.984E-01	0.737	0.333	259	511	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3gf3-assembly1_A	5.914E-04	108	1.000	6.166E-01	4.490E-01	2.233E-01	4.338E-01	0.768	0.323	259	563	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8hgk-assembly1_E	1.603E-03	107	1.000	6.388E-01	4.531E-01	6.201E-01	4.798E-01	0.691	0.972	259	181	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6hwn-assembly1_G-2	5.221E-04	107	1.000	5.709E-01	3.778E-01	5.128E-01	4.512E-01	0.660	0.891	259	184	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	1pix-assembly1_A	8.076E-04	107	1.000	6.046E-01	4.474E-01	2.113E-01	4.561E-01	0.722	0.317	259	586	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8hgk-assembly1_F	2.189E-03	106	1.000	6.568E-01	4.561E-01	6.377E-01	4.790E-01	0.691	0.972	259	177	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5ing-assembly1_E	1.415E-03	106	1.000	6.397E-01	4.369E-01	2.429E-01	4.572E-01	0.741	0.343	259	493	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8pn7-assembly1_A	1.036E-03	106	1.000	6.322E-01	4.366E-01	2.408E-01	4.422E-01	0.764	0.338	259	506	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5fif-assembly1_A	5.557E-04	106	1.000	5.930E-01	4.028E-01	2.192E-01	4.306E-01	0.714	0.331	259	507	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8hgk-assembly1_D	2.189E-03	105	1.000	6.532E-01	4.535E-01	6.336E-01	4.793E-01	0.691	0.972	259	177	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7uvr-assembly1_D	5.236E-03	105	1.000	7.197E-01	4.557E-01	6.370E-01	5.032E-01	0.664	0.876	259	177	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8cj4-assembly1_N	1.174E-03	105	1.000	6.244E-01	4.155E-01	5.752E-01	4.486E-01	0.660	0.916	259	179	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8hgk-assembly1_A	2.056E-03	105	1.000	6.428E-01	4.532E-01	6.210E-01	4.797E-01	0.691	0.967	259	181	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3rst-assembly1_A	3.824E-04	105	1.000	5.525E-01	3.492E-01	3.926E-01	4.274E-01	0.602	0.824	259	227	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	2f9y-assembly1_B-2	2.479E-03	105	1.000	6.681E-01	4.351E-01	4.382E-01	4.774E-01	0.718	0.626	259	257	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8hgk-assembly1_B	6.312E-03	104	1.000	7.298E-01	4.517E-01	6.381E-01	5.021E-01	0.656	0.863	259	175	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4u0h-assembly1_B	2.479E-03	104	1.000	6.657E-01	4.251E-01	5.993E-01	4.680E-01	0.653	0.891	259	175	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	6pbu-assembly1_B	4.081E-03	104	1.000	6.781E-01	4.271E-01	5.613E-01	4.983E-01	0.606	0.812	259	191	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5inf-assembly1_C	2.989E-03	104	1.000	6.613E-01	4.531E-01	2.550E-01	4.864E-01	0.741	0.352	259	486	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7w5u-assembly1_D	2.989E-03	104	1.000	6.578E-01	4.448E-01	2.358E-01	4.895E-01	0.741	0.333	259	513	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8rth-assembly1_D	1.249E-03	104	1.000	6.291E-01	4.123E-01	2.106E-01	4.444E-01	0.703	0.299	259	542	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3hln-assembly2_U	2.479E-03	103	1.000	6.806E-01	4.247E-01	6.374E-01	4.542E-01	0.664	0.932	259	162	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7p81-assembly2_U	2.189E-03	103	1.000	6.656E-01	4.096E-01	5.938E-01	4.499E-01	0.664	0.882	259	170	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5g1q-assembly1_F-2	3.834E-03	103	1.000	7.027E-01	4.197E-01	6.057E-01	4.701E-01	0.602	0.848	259	171	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	8hgk-assembly1_H	6.312E-03	103	1.000	7.260E-01	4.519E-01	6.415E-01	5.021E-01	0.656	0.874	259	174	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7wh5-assembly1_I	1.706E-03	103	1.000	6.302E-01	4.376E-01	6.088E-01	4.569E-01	0.691	0.966	259	177	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5ini-assembly1_D	2.189E-03	103	1.000	6.389E-01	4.401E-01	2.426E-01	4.655E-01	0.741	0.345	259	496	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4emm-assembly1_L	1.506E-03	102	1.000	6.361E-01	4.032E-01	5.819E-01	4.360E-01	0.656	0.905	259	168	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	2c8t-assembly1_A	4.081E-03	102	1.000	6.933E-01	4.189E-01	6.048E-01	4.737E-01	0.602	0.860	259	171	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	4emm-assembly1_A	1.415E-03	102	1.000	6.152E-01	3.923E-01	5.522E-01	4.445E-01	0.656	0.884	259	173	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	7uvn-assembly1_D-2	3.385E-03	102	1.000	6.788E-01	4.420E-01	6.065E-01	4.714E-01	0.664	0.883	259	180	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	5c90-assembly1_K	2.056E-03	102	1.000	6.377E-01	4.269E-01	5.696E-01	4.592E-01	0.660	0.882	259	186	smoke_batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	3rst-assembly1_C	8.076E-04	102	1.000	5.620E-01	4.113E-01	4.580E-01	4.422E-01	0.707	0.921	259	229	smoke_batch
